MTU,Biomass,Coal,Gas,Oil,Geothermal,Hydro,Marine,Unknown,Solar,Nuclear,Waste,Wind
2019-01-01 00:00:00,79.0,254.0,79.0,9.0,0.0,1.0,0.0,3.0,0.0,0.0,48.0,2968.0
2019-01-01 01:00:00,62.0,233.0,67.0,9.0,0.0,1.0,0.0,4.0,0.0,0.0,42.0,3113.0
2019-01-01 02:00:00,62.0,142.0,66.0,9.0,0.0,1.0,0.0,4.0,0.0,0.0,41.0,2611.0
2019-01-01 03:00:00,62.0,141.0,66.0,9.0,0.0,1.0,0.0,3.0,0.0,0.0,41.0,2579.0
2019-01-01 04:00:00,58.0,143.0,66.0,9.0,0.0,1.0,0.0,3.0,0.0,0.0,28.0,2512.0
2019-01-01 05:00:00,54.0,143.0,68.0,11.0,0.0,1.0,0.0,4.0,0.0,0.0,23.0,2439.0
2019-01-01 06:00:00,57.0,142.0,65.0,9.0,0.0,1.0,0.0,4.0,0.0,0.0,21.0,2663.0
2019-01-01 07:00:00,56.0,139.0,64.0,9.0,0.0,1.0,0.0,3.0,0.0,0.0,20.0,2682.0
2019-01-01 08:00:00,57.0,141.0,69.0,9.0,0.0,1.0,0.0,3.0,0.0,0.0,32.0,2606.0
2019-01-01 09:00:00,57.0,141.0,69.0,9.0,0.0,1.0,0.0,3.0,12.0,0.0,32.0,2862.0
2019-01-01 10:00:00,56.0,140.0,69.0,9.0,0.0,1.0,0.0,3.0,47.0,0.0,32.0,2774.0
2019-01-01 11:00:00,112.0,143.0,70.0,9.0,0.0,1.0,0.0,2.0,81.0,0.0,33.0,2870.0
2019-01-01 12:00:00,134.0,144.0,67.0,9.0,0.0,1.0,0.0,2.0,96.0,0.0,34.0,2858.0
2019-01-01 13:00:00,128.0,144.0,67.0,9.0,0.0,1.0,0.0,3.0,78.0,0.0,34.0,2785.0
2019-01-01 14:00:00,147.0,145.0,67.0,8.0,0.0,1.0,0.0,3.0,45.0,0.0,35.0,2997.0
2019-01-01 15:00:00,186.0,161.0,78.0,10.0,0.0,1.0,0.0,3.0,12.0,0.0,37.0,2896.0
2019-01-01 16:00:00,210.0,153.0,73.0,9.0,0.0,1.0,0.0,3.0,1.0,0.0,40.0,3151.0
2019-01-01 17:00:00,164.0,162.0,97.0,10.0,0.0,1.0,0.0,3.0,0.0,0.0,48.0,3421.0
2019-01-01 18:00:00,129.0,172.0,79.0,9.0,0.0,1.0,0.0,3.0,0.0,0.0,40.0,3515.0
2019-01-01 19:00:00,187.0,183.0,82.0,13.0,0.0,1.0,0.0,3.0,0.0,0.0,39.0,3053.0
2019-01-01 20:00:00,244.0,151.0,71.0,9.0,0.0,1.0,0.0,4.0,0.0,0.0,25.0,2981.0
2019-01-01 21:00:00,173.0,143.0,67.0,9.0,0.0,1.0,0.0,4.0,0.0,0.0,21.0,2792.0
2019-01-01 22:00:00,231.0,146.0,67.0,9.0,0.0,1.0,0.0,4.0,0.0,0.0,21.0,2594.0
2019-01-01 23:00:00,105.0,149.0,72.0,12.0,0.0,1.0,0.0,3.0,0.0,0.0,20.0,2458.0
2019-01-02 00:00:00,119.0,178.0,76.0,13.0,0.0,1.0,0.0,4.0,0.0,0.0,21.0,2293.0
2019-01-02 01:00:00,116.0,225.0,78.0,12.0,0.0,1.0,0.0,4.0,0.0,0.0,21.0,2241.0
2019-01-02 02:00:00,138.0,231.0,72.0,9.0,0.0,1.0,0.0,4.0,0.0,0.0,22.0,2219.0
2019-01-02 03:00:00,126.0,227.0,73.0,10.0,0.0,1.0,0.0,4.0,0.0,0.0,23.0,2162.0
2019-01-02 04:00:00,121.0,229.0,80.0,11.0,0.0,1.0,0.0,4.0,0.0,0.0,36.0,2061.0
2019-01-02 05:00:00,143.0,238.0,93.0,11.0,0.0,1.0,0.0,4.0,0.0,0.0,44.0,2310.0
2019-01-02 06:00:00,177.0,274.0,226.0,14.0,0.0,1.0,0.0,4.0,0.0,0.0,51.0,2487.0
2019-01-02 07:00:00,291.0,457.0,321.0,13.0,0.0,1.0,0.0,4.0,1.0,0.0,69.0,2697.0
2019-01-02 08:00:00,339.0,614.0,388.0,16.0,0.0,1.0,0.0,4.0,1.0,0.0,80.0,2537.0
2019-01-02 09:00:00,362.0,789.0,431.0,16.0,0.0,1.0,0.0,4.0,22.0,0.0,85.0,2378.0
2019-01-02 10:00:00,370.0,775.0,462.0,16.0,0.0,1.0,0.0,4.0,89.0,0.0,85.0,2187.0
2019-01-02 11:00:00,376.0,812.0,466.0,14.0,0.0,1.0,0.0,4.0,145.0,0.0,83.0,1953.0
2019-01-02 12:00:00,389.0,852.0,467.0,13.0,0.0,1.0,0.0,3.0,167.0,0.0,85.0,1806.0
2019-01-02 13:00:00,340.0,848.0,471.0,20.0,0.0,1.0,0.0,4.0,146.0,0.0,89.0,1482.0
2019-01-02 14:00:00,271.0,922.0,479.0,14.0,0.0,1.0,0.0,3.0,86.0,0.0,86.0,1191.0
2019-01-02 15:00:00,267.0,915.0,440.0,12.0,0.0,1.0,0.0,3.0,17.0,0.0,76.0,943.0
2019-01-02 16:00:00,333.0,955.0,477.0,14.0,0.0,1.0,0.0,3.0,1.0,0.0,80.0,864.0
2019-01-02 17:00:00,347.0,1097.0,516.0,23.0,0.0,1.0,0.0,4.0,0.0,0.0,87.0,717.0
2019-01-02 18:00:00,344.0,1086.0,489.0,16.0,0.0,1.0,0.0,3.0,0.0,0.0,89.0,731.0
2019-01-02 19:00:00,347.0,1030.0,452.0,16.0,0.0,1.0,0.0,3.0,0.0,0.0,91.0,691.0
2019-01-02 20:00:00,336.0,1075.0,427.0,18.0,0.0,1.0,0.0,4.0,0.0,0.0,89.0,488.0
2019-01-02 21:00:00,333.0,971.0,399.0,13.0,0.0,1.0,0.0,4.0,0.0,0.0,88.0,389.0
2019-01-02 22:00:00,331.0,875.0,368.0,12.0,0.0,1.0,0.0,4.0,0.0,0.0,89.0,533.0
2019-01-02 23:00:00,328.0,753.0,389.0,12.0,0.0,1.0,0.0,4.0,0.0,0.0,88.0,699.0
2019-01-03 00:00:00,319.0,596.0,382.0,14.0,0.0,1.0,0.0,4.0,0.0,0.0,88.0,751.0
2019-01-03 01:00:00,327.0,523.0,400.0,15.0,0.0,1.0,0.0,4.0,0.0,0.0,88.0,851.0
2019-01-03 02:00:00,316.0,728.0,389.0,14.0,0.0,1.0,0.0,4.0,0.0,0.0,87.0,889.0
2019-01-03 03:00:00,273.0,629.0,366.0,14.0,0.0,1.0,0.0,4.0,0.0,0.0,88.0,923.0
2019-01-03 04:00:00,277.0,652.0,371.0,13.0,0.0,1.0,0.0,4.0,0.0,0.0,89.0,925.0
2019-01-03 05:00:00,279.0,642.0,378.0,13.0,0.0,1.0,0.0,4.0,0.0,0.0,89.0,805.0
2019-01-03 06:00:00,280.0,882.0,427.0,13.0,0.0,1.0,0.0,5.0,0.0,0.0,97.0,759.0
2019-01-03 07:00:00,275.0,1022.0,518.0,15.0,0.0,1.0,0.0,5.0,0.0,0.0,115.0,794.0
2019-01-03 08:00:00,327.0,1117.0,543.0,17.0,0.0,1.0,0.0,5.0,1.0,0.0,117.0,683.0
2019-01-03 09:00:00,324.0,1092.0,543.0,22.0,0.0,1.0,0.0,5.0,22.0,0.0,115.0,581.0
2019-01-03 10:00:00,329.0,1097.0,541.0,19.0,0.0,1.0,0.0,5.0,72.0,0.0,115.0,457.0
2019-01-03 11:00:00,303.0,1071.0,544.0,23.0,0.0,1.0,0.0,5.0,101.0,0.0,113.0,345.0
2019-01-03 12:00:00,320.0,931.0,546.0,23.0,0.0,1.0,0.0,5.0,92.0,0.0,113.0,267.0
2019-01-03 13:00:00,322.0,934.0,561.0,21.0,0.0,1.0,0.0,5.0,71.0,0.0,97.0,290.0
2019-01-03 14:00:00,324.0,1083.0,563.0,19.0,0.0,2.0,0.0,5.0,35.0,0.0,97.0,301.0
2019-01-03 15:00:00,331.0,1113.0,564.0,17.0,0.0,1.0,0.0,5.0,8.0,0.0,107.0,384.0
2019-01-03 16:00:00,333.0,1145.0,566.0,17.0,0.0,1.0,0.0,5.0,1.0,0.0,106.0,524.0
2019-01-03 17:00:00,333.0,1156.0,560.0,18.0,0.0,1.0,0.0,5.0,0.0,0.0,107.0,704.0
2019-01-03 18:00:00,332.0,1074.0,554.0,17.0,0.0,1.0,0.0,5.0,0.0,0.0,104.0,1030.0
2019-01-03 19:00:00,333.0,977.0,533.0,18.0,0.0,1.0,0.0,5.0,0.0,0.0,103.0,1221.0
2019-01-03 20:00:00,329.0,911.0,485.0,18.0,0.0,1.0,0.0,5.0,0.0,0.0,77.0,1422.0
2019-01-03 21:00:00,335.0,721.0,423.0,13.0,0.0,1.0,0.0,4.0,0.0,0.0,76.0,1832.0
2019-01-03 22:00:00,291.0,681.0,398.0,14.0,0.0,1.0,0.0,4.0,0.0,0.0,77.0,2143.0
2019-01-03 23:00:00,215.0,706.0,391.0,14.0,0.0,1.0,0.0,4.0,1.0,0.0,77.0,2337.0
2019-01-04 00:00:00,254.0,650.0,344.0,12.0,0.0,1.0,0.0,4.0,0.0,0.0,74.0,2550.0
2019-01-04 01:00:00,214.0,475.0,300.0,11.0,0.0,1.0,0.0,4.0,0.0,0.0,75.0,2705.0
2019-01-04 02:00:00,301.0,498.0,339.0,13.0,0.0,1.0,0.0,4.0,0.0,0.0,76.0,2926.0
2019-01-04 03:00:00,322.0,569.0,351.0,18.0,0.0,1.0,0.0,5.0,0.0,0.0,75.0,2926.0
2019-01-04 04:00:00,331.0,622.0,348.0,13.0,0.0,1.0,0.0,4.0,0.0,0.0,76.0,2936.0
2019-01-04 05:00:00,209.0,480.0,307.0,12.0,0.0,1.0,0.0,4.0,0.0,0.0,77.0,2899.0
2019-01-04 06:00:00,268.0,529.0,372.0,16.0,0.0,1.0,0.0,5.0,0.0,0.0,83.0,2753.0
2019-01-04 07:00:00,258.0,563.0,350.0,13.0,0.0,1.0,0.0,5.0,0.0,0.0,92.0,2389.0
2019-01-04 08:00:00,275.0,589.0,311.0,11.0,0.0,1.0,0.0,5.0,0.0,0.0,94.0,2012.0
2019-01-04 09:00:00,247.0,522.0,316.0,17.0,0.0,1.0,0.0,5.0,4.0,0.0,95.0,2046.0
2019-01-04 10:00:00,207.0,619.0,309.0,12.0,0.0,1.0,0.0,5.0,21.0,0.0,90.0,2441.0
2019-01-04 11:00:00,174.0,711.0,296.0,12.0,0.0,1.0,0.0,4.0,47.0,0.0,88.0,2543.0
2019-01-04 12:00:00,212.0,860.0,350.0,11.0,0.0,1.0,0.0,4.0,50.0,0.0,91.0,2990.0
2019-01-04 13:00:00,301.0,723.0,339.0,12.0,0.0,1.0,0.0,4.0,35.0,0.0,85.0,3159.0
2019-01-04 14:00:00,212.0,669.0,296.0,11.0,0.0,1.0,0.0,4.0,17.0,0.0,88.0,3277.0
2019-01-04 15:00:00,187.0,645.0,291.0,12.0,0.0,1.0,0.0,4.0,3.0,0.0,88.0,3282.0
2019-01-04 16:00:00,189.0,624.0,287.0,12.0,0.0,1.0,0.0,4.0,1.0,0.0,87.0,2832.0
2019-01-04 17:00:00,195.0,630.0,291.0,12.0,0.0,1.0,0.0,4.0,0.0,0.0,89.0,2994.0
2019-01-04 18:00:00,282.0,653.0,283.0,11.0,0.0,1.0,0.0,4.0,0.0,0.0,88.0,3141.0
2019-01-04 19:00:00,216.0,554.0,245.0,13.0,0.0,1.0,0.0,4.0,0.0,0.0,78.0,3159.0
2019-01-04 20:00:00,299.0,455.0,272.0,13.0,0.0,1.0,0.0,4.0,0.0,0.0,87.0,3187.0
2019-01-04 21:00:00,280.0,399.0,256.0,11.0,0.0,1.0,0.0,4.0,0.0,0.0,88.0,3251.0
2019-01-04 22:00:00,182.0,372.0,225.0,11.0,0.0,1.0,0.0,4.0,0.0,0.0,87.0,3152.0
2019-01-04 23:00:00,200.0,374.0,232.0,11.0,0.0,1.0,0.0,4.0,0.0,0.0,85.0,3021.0
2019-01-05 00:00:00,229.0,313.0,149.0,10.0,0.0,1.0,0.0,4.0,0.0,0.0,82.0,2896.0
2019-01-05 01:00:00,193.0,262.0,159.0,10.0,0.0,1.0,0.0,4.0,0.0,0.0,81.0,2782.0
2019-01-05 02:00:00,190.0,260.0,128.0,10.0,0.0,1.0,0.0,4.0,0.0,0.0,81.0,2691.0
2019-01-05 03:00:00,150.0,260.0,113.0,10.0,0.0,1.0,0.0,4.0,0.0,0.0,82.0,2561.0
2019-01-05 04:00:00,178.0,271.0,128.0,10.0,0.0,1.0,0.0,4.0,0.0,0.0,83.0,2446.0
2019-01-05 05:00:00,245.0,316.0,177.0,11.0,0.0,1.0,0.0,4.0,0.0,0.0,82.0,2274.0
2019-01-05 06:00:00,237.0,320.0,221.0,15.0,0.0,1.0,0.0,4.0,0.0,0.0,87.0,1978.0
2019-01-05 07:00:00,267.0,461.0,252.0,15.0,0.0,1.0,0.0,4.0,0.0,0.0,90.0,1826.0
2019-01-05 08:00:00,201.0,711.0,368.0,15.0,0.0,1.0,0.0,4.0,0.0,0.0,92.0,1518.0
2019-01-05 09:00:00,190.0,774.0,426.0,21.0,0.0,1.0,0.0,4.0,10.0,0.0,91.0,1109.0
2019-01-05 10:00:00,227.0,736.0,428.0,20.0,0.0,1.0,0.0,4.0,41.0,0.0,92.0,875.0
2019-01-05 11:00:00,227.0,768.0,433.0,20.0,0.0,1.0,0.0,4.0,66.0,0.0,91.0,673.0
2019-01-05 12:00:00,290.0,760.0,454.0,18.0,0.0,1.0,0.0,4.0,72.0,0.0,91.0,466.0
2019-01-05 13:00:00,342.0,788.0,455.0,13.0,0.0,1.0,0.0,3.0,75.0,0.0,89.0,363.0
2019-01-05 14:00:00,247.0,659.0,430.0,12.0,0.0,1.0,0.0,3.0,40.0,0.0,90.0,338.0
2019-01-05 15:00:00,280.0,713.0,418.0,13.0,0.0,1.0,0.0,3.0,11.0,0.0,91.0,294.0
2019-01-05 16:00:00,260.0,705.0,427.0,16.0,0.0,1.0,0.0,4.0,3.0,0.0,94.0,216.0
2019-01-05 17:00:00,331.0,764.0,437.0,12.0,0.0,1.0,0.0,3.0,0.0,0.0,118.0,191.0
2019-01-05 18:00:00,353.0,826.0,433.0,11.0,0.0,1.0,0.0,3.0,0.0,0.0,118.0,140.0
2019-01-05 19:00:00,344.0,781.0,435.0,14.0,0.0,1.0,0.0,3.0,0.0,0.0,117.0,156.0
2019-01-05 20:00:00,309.0,751.0,385.0,11.0,0.0,1.0,0.0,3.0,0.0,0.0,115.0,152.0
2019-01-05 21:00:00,313.0,758.0,363.0,12.0,0.0,1.0,0.0,3.0,0.0,0.0,89.0,163.0
2019-01-05 22:00:00,289.0,760.0,354.0,12.0,0.0,1.0,0.0,3.0,0.0,0.0,88.0,157.0
2019-01-05 23:00:00,280.0,697.0,336.0,12.0,0.0,1.0,0.0,4.0,0.0,0.0,88.0,137.0
2019-01-06 00:00:00,201.0,623.0,282.0,15.0,0.0,1.0,0.0,4.0,0.0,0.0,84.0,117.0
2019-01-06 01:00:00,192.0,589.0,286.0,17.0,0.0,1.0,0.0,5.0,0.0,0.0,83.0,143.0
2019-01-06 02:00:00,247.0,610.0,314.0,12.0,0.0,1.0,0.0,4.0,0.0,0.0,85.0,133.0
2019-01-06 03:00:00,287.0,617.0,308.0,11.0,0.0,1.0,0.0,4.0,0.0,0.0,85.0,125.0
2019-01-06 04:00:00,282.0,576.0,310.0,10.0,0.0,1.0,0.0,4.0,0.0,0.0,86.0,211.0
2019-01-06 05:00:00,253.0,614.0,321.0,11.0,0.0,1.0,0.0,4.0,0.0,0.0,86.0,281.0
2019-01-06 06:00:00,270.0,627.0,328.0,11.0,0.0,1.0,0.0,4.0,0.0,0.0,88.0,259.0
2019-01-06 07:00:00,321.0,639.0,351.0,15.0,0.0,1.0,0.0,4.0,0.0,0.0,88.0,248.0
