"Area","MTU","Biomass  - Actual Aggregated [MW]","Fossil Brown coal/Lignite  - Actual Aggregated [MW]","Fossil Coal-derived gas  - Actual Aggregated [MW]","Fossil Gas  - Actual Aggregated [MW]","Fossil Hard coal  - Actual Aggregated [MW]","Fossil Oil  - Actual Aggregated [MW]","Fossil Oil shale  - Actual Aggregated [MW]","Fossil Peat  - Actual Aggregated [MW]","Geothermal  - Actual Aggregated [MW]","Hydro Pumped Storage  - Actual Aggregated [MW]","Hydro Pumped Storage  - Actual Consumption [MW]","Hydro Run-of-river and poundage  - Actual Aggregated [MW]","Hydro Water Reservoir  - Actual Aggregated [MW]","Marine  - Actual Aggregated [MW]","Nuclear  - Actual Aggregated [MW]","Other  - Actual Aggregated [MW]","Other renewable  - Actual Aggregated [MW]","Solar  - Actual Aggregated [MW]","Waste  - Actual Aggregated [MW]","Wind Offshore  - Actual Aggregated [MW]","Wind Onshore  - Actual Aggregated [MW]"
"BZN|DK1","01.01.2020 00:00 - 01.01.2020 01:00 (CET/CEST)","230","n/e","n/e","225","482","11","n/e","n/e","n/e","n/e","n/e","2","n/e","n/e","n/e","n/e","3","0","108","554","894"
"BZN|DK1","01.01.2020 01:00 - 01.01.2020 02:00 (CET/CEST)","204","n/e","n/e","221","355","11","n/e","n/e","n/e","n/e","n/e","2","n/e","n/e","n/e","n/e","3","0","108","657","1070"
"BZN|DK1","01.01.2020 02:00 - 01.01.2020 03:00 (CET/CEST)","163","n/e","n/e","220","337","11","n/e","n/e","n/e","n/e","n/e","2","n/e","n/e","n/e","n/e","3","0","106","749","1274"
"BZN|DK1","01.01.2020 03:00 - 01.01.2020 04:00 (CET/CEST)","157","n/e","n/e","220","329","11","n/e","n/e","n/e","n/e","n/e","2","n/e","n/e","n/e","n/e","3","0","107","829","1569"
"BZN|DK1","01.01.2020 04:00 - 01.01.2020 05:00 (CET/CEST)","163","n/e","n/e","220","322","11","n/e","n/e","n/e","n/e","n/e","2","n/e","n/e","n/e","n/e","3","0","107","899","1732"
"BZN|DK1","01.01.2020 05:00 - 01.01.2020 06:00 (CET/CEST)","173","n/e","n/e","223","369","11","n/e","n/e","n/e","n/e","n/e","2","n/e","n/e","n/e","n/e","3","0","117","888","1853"
"BZN|DK1","01.01.2020 06:00 - 01.01.2020 07:00 (CET/CEST)","175","n/e","n/e","236","540","11","n/e","n/e","n/e","n/e","n/e","2","n/e","n/e","n/e","n/e","3","0","119","865","1854"
"BZN|DK1","01.01.2020 07:00 - 01.01.2020 08:00 (CET/CEST)","199","n/e","n/e","241","516","11","n/e","n/e","n/e","n/e","n/e","2","n/e","n/e","n/e","n/e","3","0","117","885","1805"
"BZN|DK1","01.01.2020 08:00 - 01.01.2020 09:00 (CET/CEST)","182","n/e","n/e","252","434","11","n/e","n/e","n/e","n/e","n/e","2","n/e","n/e","n/e","n/e","3","0","119","992","1919"
"BZN|DK1","01.01.2020 09:00 - 01.01.2020 10:00 (CET/CEST)","202","n/e","n/e","271","438","11","n/e","n/e","n/e","n/e","n/e","2","n/e","n/e","n/e","n/e","2","10","118","1020","2083"
