"Area","MTU","Biomass  - Actual Aggregated [MW]","Fossil Brown coal/Lignite  - Actual Aggregated [MW]","Fossil Coal-derived gas  - Actual Aggregated [MW]","Fossil Gas  - Actual Aggregated [MW]","Fossil Hard coal  - Actual Aggregated [MW]","Fossil Oil  - Actual Aggregated [MW]","Fossil Oil shale  - Actual Aggregated [MW]","Fossil Peat  - Actual Aggregated [MW]","Geothermal  - Actual Aggregated [MW]","Hydro Pumped Storage  - Actual Aggregated [MW]","Hydro Pumped Storage  - Actual Consumption [MW]","Hydro Run-of-river and poundage  - Actual Aggregated [MW]","Hydro Water Reservoir  - Actual Aggregated [MW]","Marine  - Actual Aggregated [MW]","Nuclear  - Actual Aggregated [MW]","Other  - Actual Aggregated [MW]","Other renewable  - Actual Aggregated [MW]","Solar  - Actual Aggregated [MW]","Waste  - Actual Aggregated [MW]","Wind Offshore  - Actual Aggregated [MW]","Wind Onshore  - Actual Aggregated [MW]"
"BZN|NO4","01.01.2020 00:00 - 01.01.2020 01:00 (CET/CEST)","n/e","n/e","n/e","219","n/e","n/e","n/e","n/e","n/e","n/e","n/e","45","3129","n/e","n/e","0","n/e","n/e","n/e","n/e","151"
"BZN|NO4","01.01.2020 01:00 - 01.01.2020 02:00 (CET/CEST)","n/e","n/e","n/e","220","n/e","n/e","n/e","n/e","n/e","n/e","n/e","45","3123","n/e","n/e","0","n/e","n/e","n/e","n/e","127"
"BZN|NO4","01.01.2020 02:00 - 01.01.2020 03:00 (CET/CEST)","n/e","n/e","n/e","219","n/e","n/e","n/e","n/e","n/e","n/e","n/e","45","3001","n/e","n/e","0","n/e","n/e","n/e","n/e","107"
"BZN|NO4","01.01.2020 03:00 - 01.01.2020 04:00 (CET/CEST)","n/e","n/e","n/e","222","n/e","n/e","n/e","n/e","n/e","n/e","n/e","45","2723","n/e","n/e","0","n/e","n/e","n/e","n/e","101"
"BZN|NO4","01.01.2020 04:00 - 01.01.2020 05:00 (CET/CEST)","n/e","n/e","n/e","219","n/e","n/e","n/e","n/e","n/e","n/e","n/e","45","2698","n/e","n/e","0","n/e","n/e","n/e","n/e","96"
"BZN|NO4","01.01.2020 05:00 - 01.01.2020 06:00 (CET/CEST)","n/e","n/e","n/e","217","n/e","n/e","n/e","n/e","n/e","n/e","n/e","45","2177","n/e","n/e","0","n/e","n/e","n/e","n/e","98"
"BZN|NO4","01.01.2020 06:00 - 01.01.2020 07:00 (CET/CEST)","n/e","n/e","n/e","218","n/e","n/e","n/e","n/e","n/e","n/e","n/e","45","1789","n/e","n/e","0","n/e","n/e","n/e","n/e","92"
"BZN|NO4","01.01.2020 07:00 - 01.01.2020 08:00 (CET/CEST)","n/e","n/e","n/e","216","n/e","n/e","n/e","n/e","n/e","n/e","n/e","46","1783","n/e","n/e","0","n/e","n/e","n/e","n/e","100"
"BZN|NO4","01.01.2020 08:00 - 01.01.2020 09:00 (CET/CEST)","n/e","n/e","n/e","223","n/e","n/e","n/e","n/e","n/e","n/e","n/e","46","2033","n/e","n/e","0","n/e","n/e","n/e","n/e","97"
"BZN|NO4","01.01.2020 09:00 - 01.01.2020 10:00 (CET/CEST)","n/e","n/e","n/e","219","n/e","n/e","n/e","n/e","n/e","n/e","n/e","46","2158","n/e","n/e","0","n/e","n/e","n/e","n/e","82"
