"Area","MTU","Biomass  - Actual Aggregated [MW]","Fossil Brown coal/Lignite  - Actual Aggregated [MW]","Fossil Coal-derived gas  - Actual Aggregated [MW]","Fossil Gas  - Actual Aggregated [MW]","Fossil Hard coal  - Actual Aggregated [MW]","Fossil Oil  - Actual Aggregated [MW]","Fossil Oil shale  - Actual Aggregated [MW]","Fossil Peat  - Actual Aggregated [MW]","Geothermal  - Actual Aggregated [MW]","Hydro Pumped Storage  - Actual Aggregated [MW]","Hydro Pumped Storage  - Actual Consumption [MW]","Hydro Run-of-river and poundage  - Actual Aggregated [MW]","Hydro Water Reservoir  - Actual Aggregated [MW]","Marine  - Actual Aggregated [MW]","Nuclear  - Actual Aggregated [MW]","Other  - Actual Aggregated [MW]","Other renewable  - Actual Aggregated [MW]","Solar  - Actual Aggregated [MW]","Waste  - Actual Aggregated [MW]","Wind Offshore  - Actual Aggregated [MW]","Wind Onshore  - Actual Aggregated [MW]"
"BZN|NO4","01.01.2022 00:00 - 01.01.2022 01:00 (CET/CEST)","n/e","n/e","n/e","3","n/e","n/e","n/e","n/e","n/e","n/e","n/e","129","3740","n/e","n/e","n/e","52","n/e","n/e","n/e","312"
"BZN|NO4","01.01.2022 01:00 - 01.01.2022 02:00 (CET/CEST)","n/e","n/e","n/e","3","n/e","n/e","n/e","n/e","n/e","n/e","n/e","128","3715","n/e","n/e","n/e","52","n/e","n/e","n/e","332"
"BZN|NO4","01.01.2022 02:00 - 01.01.2022 03:00 (CET/CEST)","n/e","n/e","n/e","3","n/e","n/e","n/e","n/e","n/e","n/e","n/e","128","3722","n/e","n/e","n/e","51","n/e","n/e","n/e","379"
"BZN|NO4","01.01.2022 03:00 - 01.01.2022 04:00 (CET/CEST)","n/e","n/e","n/e","3","n/e","n/e","n/e","n/e","n/e","n/e","n/e","130","3709","n/e","n/e","n/e","52","n/e","n/e","n/e","366"
"BZN|NO4","01.01.2022 04:00 - 01.01.2022 05:00 (CET/CEST)","n/e","n/e","n/e","3","n/e","n/e","n/e","n/e","n/e","n/e","n/e","130","3661","n/e","n/e","n/e","47","n/e","n/e","n/e","371"
"BZN|NO4","01.01.2022 05:00 - 01.01.2022 06:00 (CET/CEST)","n/e","n/e","n/e","3","n/e","n/e","n/e","n/e","n/e","n/e","n/e","130","3666","n/e","n/e","n/e","52","n/e","n/e","n/e","382"
"BZN|NO4","01.01.2022 06:00 - 01.01.2022 07:00 (CET/CEST)","n/e","n/e","n/e","3","n/e","n/e","n/e","n/e","n/e","n/e","n/e","131","3646","n/e","n/e","n/e","48","n/e","n/e","n/e","405"
"BZN|NO4","01.01.2022 07:00 - 01.01.2022 08:00 (CET/CEST)","n/e","n/e","n/e","3","n/e","n/e","n/e","n/e","n/e","n/e","n/e","132","3689","n/e","n/e","n/e","41","n/e","n/e","n/e","431"
"BZN|NO4","01.01.2022 08:00 - 01.01.2022 09:00 (CET/CEST)","n/e","n/e","n/e","3","n/e","n/e","n/e","n/e","n/e","n/e","n/e","129","3808","n/e","n/e","n/e","37","n/e","n/e","n/e","303"
"BZN|NO4","01.01.2022 09:00 - 01.01.2022 10:00 (CET/CEST)","n/e","n/e","n/e","3","n/e","n/e","n/e","n/e","n/e","n/e","n/e","128","3857","n/e","n/e","n/e","37","n/e","n/e","n/e","285"
