"Area","MTU","Biomass  - Actual Aggregated [MW]","Fossil Brown coal/Lignite  - Actual Aggregated [MW]","Fossil Coal-derived gas  - Actual Aggregated [MW]","Fossil Gas  - Actual Aggregated [MW]","Fossil Hard coal  - Actual Aggregated [MW]","Fossil Oil  - Actual Aggregated [MW]","Fossil Oil shale  - Actual Aggregated [MW]","Fossil Peat  - Actual Aggregated [MW]","Geothermal  - Actual Aggregated [MW]","Hydro Pumped Storage  - Actual Aggregated [MW]","Hydro Pumped Storage  - Actual Consumption [MW]","Hydro Run-of-river and poundage  - Actual Aggregated [MW]","Hydro Water Reservoir  - Actual Aggregated [MW]","Marine  - Actual Aggregated [MW]","Nuclear  - Actual Aggregated [MW]","Other  - Actual Aggregated [MW]","Other renewable  - Actual Aggregated [MW]","Solar  - Actual Aggregated [MW]","Waste  - Actual Aggregated [MW]","Wind Offshore  - Actual Aggregated [MW]","Wind Onshore  - Actual Aggregated [MW]"
"BZN|NO4","01.01.2021 00:00 - 01.01.2021 01:00 (CET/CEST)","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","35","3648","n/e","n/e","n/e","21","n/e","n/e","n/e","459"
"BZN|NO4","01.01.2021 01:00 - 01.01.2021 02:00 (CET/CEST)","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","35","3653","n/e","n/e","n/e","23","n/e","n/e","n/e","445"
"BZN|NO4","01.01.2021 02:00 - 01.01.2021 03:00 (CET/CEST)","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","35","3619","n/e","n/e","n/e","21","n/e","n/e","n/e","431"
"BZN|NO4","01.01.2021 03:00 - 01.01.2021 04:00 (CET/CEST)","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","35","3607","n/e","n/e","n/e","22","n/e","n/e","n/e","448"
"BZN|NO4","01.01.2021 04:00 - 01.01.2021 05:00 (CET/CEST)","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","35","3594","n/e","n/e","n/e","19","n/e","n/e","n/e","467"
"BZN|NO4","01.01.2021 05:00 - 01.01.2021 06:00 (CET/CEST)","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","35","3597","n/e","n/e","n/e","24","n/e","n/e","n/e","452"
"BZN|NO4","01.01.2021 06:00 - 01.01.2021 07:00 (CET/CEST)","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","35","3650","n/e","n/e","n/e","22","n/e","n/e","n/e","413"
"BZN|NO4","01.01.2021 07:00 - 01.01.2021 08:00 (CET/CEST)","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","35","3719","n/e","n/e","n/e","21","n/e","n/e","n/e","431"
"BZN|NO4","01.01.2021 08:00 - 01.01.2021 09:00 (CET/CEST)","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","35","3759","n/e","n/e","n/e","22","n/e","n/e","n/e","428"
"BZN|NO4","01.01.2021 09:00 - 01.01.2021 10:00 (CET/CEST)","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","35","3815","n/e","n/e","n/e","22","n/e","n/e","n/e","411"
"BZN|NO4","01.01.2021 10:00 - 01.01.2021 11:00 (CET/CEST)","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","35","3928","n/e","n/e","n/e","24","n/e","n/e","n/e","337"
"BZN|NO4","01.01.2021 11:00 - 01.01.2021 12:00 (CET/CEST)","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","35","3967","n/e","n/e","n/e","22","n/e","n/e","n/e","236"
"BZN|NO4","01.01.2021 12:00 - 01.01.2021 13:00 (CET/CEST)","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","35","3986","n/e","n/e","n/e","21","n/e","n/e","n/e","187"
"BZN|NO4","01.01.2021 13:00 - 01.01.2021 14:00 (CET/CEST)","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","35","3994","n/e","n/e","n/e","22","n/e","n/e","n/e","164"
"BZN|NO4","01.01.2021 14:00 - 01.01.2021 15:00 (CET/CEST)","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","33","4018","n/e","n/e","n/e","21","n/e","n/e","n/e","135"
"BZN|NO4","01.01.2021 15:00 - 01.01.2021 16:00 (CET/CEST)","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","33","4000","n/e","n/e","n/e","22","n/e","n/e","n/e","127"
"BZN|NO4","01.01.2021 16:00 - 01.01.2021 17:00 (CET/CEST)","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","33","3989","n/e","n/e","n/e","23","n/e","n/e","n/e","154"
"BZN|NO4","01.01.2021 17:00 - 01.01.2021 18:00 (CET/CEST)","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","33","3994","n/e","n/e","n/e","13","n/e","n/e","n/e","152"
"BZN|NO4","01.01.2021 18:00 - 01.01.2021 19:00 (CET/CEST)","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","33","3988","n/e","n/e","n/e","14","n/e","n/e","n/e","145"
"BZN|NO4","01.01.2021 19:00 - 01.01.2021 20:00 (CET/CEST)","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","33","3982","n/e","n/e","n/e","0","n/e","n/e","n/e","128"
"BZN|NO4","01.01.2021 20:00 - 01.01.2021 21:00 (CET/CEST)","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","33","3988","n/e","n/e","n/e","0","n/e","n/e","n/e","87"
"BZN|NO4","01.01.2021 21:00 - 01.01.2021 22:00 (CET/CEST)","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","33","3998","n/e","n/e","n/e","0","n/e","n/e","n/e","76"
"BZN|NO4","01.01.2021 22:00 - 01.01.2021 23:00 (CET/CEST)","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","33","3963","n/e","n/e","n/e","0","n/e","n/e","n/e","78"
"BZN|NO4","01.01.2021 23:00 - 02.01.2021 00:00 (CET/CEST)","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","33","3936","n/e","n/e","n/e","23","n/e","n/e","n/e","101"
"BZN|NO4","02.01.2021 00:00 - 02.01.2021 01:00 (CET/CEST)","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","33","3886","n/e","n/e","n/e","22","n/e","n/e","n/e","92"
"BZN|NO4","02.01.2021 01:00 - 02.01.2021 02:00 (CET/CEST)","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","33","3866","n/e","n/e","n/e","22","n/e","n/e","n/e","86"
